Title,rate,Year,certificate,genre,rate,story,director,votes count
OnBoardXR: Port of Registry,767.,(2022 Video Game),,,,"
        Add a Plot
","
    Directors:
Brendan Bradley, 
Mandy Canales, 
Clémence Debaig, 
Nelly Lewis, 
Ari Tarr
                 | 
    Stars:
Brendan Bradley, 
Clémence Debaig, 
Avin Shah, 
Dasha Kittredge
    ",
Head Slam,768.,(2022 Video Game),,"
Family            ",,"
As the world progressed so did the universe. Moles are not only digging in your garden anymore but appearing everywhere across many dimensions and in many forms.","
    Director:
Safak Yalcinkaya
    ",
Move That Box!,769.,(2022 Video Game),,"
Adventure            ",,"
Move that Box is a retro, arcade, top-down style action-puzzle game based on logical thinking, but also requiring reflexes. Move, push, throw, melt and even blow up items to reach the goal.","
    ",
Office No. 41,770.,(2022 Video Game),,"
Horror            ",,"
        Add a Plot
","
            
    Stars:
Avelar3000, 
Jay Callan, 
Blaze Dragon, 
Jjw
    ",
The Funny Boneyard,771.,(2022 Video Game),,"
Comedy            ",,"
Maria Romero, the reluctant heroine in an exaggerated cartoon world, struggles with online culture, absurd characters and even absurder puzzles in order to save her favorite bar ""The Funny Boneyard"" from being closed down.","
    Directors:
Andreas Capek, 
Josef Zorn
    ",
Ocean Love Banner,772.,(2022 Video Game),M,"
Romance            ",,"
        Add a Plot
","
    Director:
Elric Atchison
                 | 
    Stars:
Ryan J. Austin, 
Elric Atchison, 
Emma Luong
    ",
International Space Station: Zenith,773.,(2022 Video Game),,"
Action            ",,"
        Add a Plot
","
    Director:
Adrian Chace
                 | 
    Stars:
T.J. Faulkner, 
Kevin Kotleba, 
Steven Trimm
    ",
Karakai jouzu no Takagisan: Kyunkyun rekôzu,774.,(2022 Video Game),,"
Action            ",,"
        Add a Plot
","
    ",
Incarnate,775.,(2022 Video Game),,,,"
        Add a Plot
","
    Director:
Hisham Saleh
    ",
CHAQS,776.,(2022 Video Game),,,,"
        Add a Plot
","
    ",
Write 'n' Fight,777.,(2022 Video Game),,,,"
        Add a Plot
","
    ",
Warehouseman 3,778.,(2022 Video Game),,"
Family            ",,"
A man without the feeling of tiredness, our warehouseman is ready to serve 24/7 who loves his job very much. He only needs guidance to pack and order the packages; however it could be quite a puzzle to sort out all these packages.","
    Director:
Safak Yalcinkaya
    ",
DC Universe Online: Dark Knights,779.,(2022 Video Game),,"
Adventure            ",,"
        Add a Plot
","
    ",
Rocket Patrol,780.,(2022 Video Game),,"
Action            ",,"
The perimeter of the planet is filled with enemies attacking. This has happened before and it is the patrollers duty to clear the way. Go on and finish the rocket patrol.","
    Director:
Safak Yalcinkaya
    ",
Memento Mori,781.,(2022 Video Game),,"
Fantasy            ",,"
        Add a Plot
","
            
    Star:
Ashley Young
    ",
Werewolf Janissary,782.,(2022 Video Game),,"
Action            ",,"
In a competition organized by CDIS for an indie mobile game, Ottoman Empire: Werewolf Janissary came first which is a spinoff from our FPS fantasy action adventure pc game Ottoman Empire: Spectacular Millenium.","
    Director:
Safak Yalcinkaya
    ",
Our Life: Beginnings & Always - Cove Wedding Story,783.,(2022 Video Game),,"
Romance            ",,"
Plan and experience your ideal wedding with Cove James Holden in this romantic side story set during the ""Step 4"" adulthood time-period.","
    Director:
Katelyn Clark
                 | 
    Stars:
Brandon Acosta, 
Andy C, 
Hollis Beck, 
Anairis Quinones
    ",
The Last Shark,784.,(2022 Video Game),,"
Family            ",,"
Humans have traded the world's health for money and other beings suffer for it. They have built pipes and ruined the ocean thus the sea creatures are dying.","
    Director:
Safak Yalcinkaya
    ",
My Brother Ate My Pudding!,785.,(2022 Video Game),,"
Comedy            ",,"
Try to hide and escape from your sister in anger for the pudding you ate.","
    ",
Grapple Dog,786.,(2022 Video Game),E,"
Action, Adventure, Family            ",,"
Grapple Dog is an exhilarating 2D pixel art platformer. Use your awesome grappling hook to clear tricky challenges as Pablo, the Grapple Dog.","
    Director:
Joseph Gribbin
    ",
Winter Flower,787.,(2022 Video Game),,,,"
        Add a Plot
","
            
    Stars:
Sam Slade, 
Luca Xavier
    ",
Eiga 'Gotoubun no hanayone': Kimi to sugoshita itsutsu no omoide,788.,(2022 Video Game),,"
Romance            ",,"
        Add a Plot
","
    ",
Warehouseman 2,789.,(2022 Video Game),,"
Family            ",,"
A man without the feeling of tiredness, our warehouseman is ready to serve 24/7 and 4 seasons of the year who loves his job very much.","
    Director:
Safak Yalcinkaya
    ",
Pain and Dice,790.,(2022 Video Game),,"
Short            ",,"
        Add a Plot
","
    Director:
Harindu Fonseka
    ",
Simulatte: Coffee Shop Simulator,791.,(2022 Video Game),,"
Adventure            ",,"
        Add a Plot
","
    ",
Famous Sliding Puzzle: Food,792.,(2022 Video Game),,"
Family            ",,"
A memento from the past. One of the most classical puzzle games of all time is brought and served. Different sets of themes and photos are available. If you love foods, this theme selection is the one for you.","
    Director:
Safak Yalcinkaya
    ",
Da Capo,793.,(2022 Video Game),,"
Music            ",,"
A young woman is forced to confront ghosts from her past in the theater her father owned before his death. Using the music box from her late father she travels to different times in her family theater's past to set the ghosts to rest.","
    Directors:
Grant Hall, 
Yssa Mitra
                 | 
    Stars:
Àlex Arenas, 
Angie Bitsko, 
Maria Gajdosik, 
Nick Haren
    ",
Night Detective: Decrepit Manor,794.,(2022 Video Game),,"
Adventure            ",,"
        Add a Plot
","
    Director:
Eli Brewer
    ",
Pac-Man Museum+,795.,(2022 Video Game),E,"
Action            ",,"
        Add a Plot
","
    ",
Loot River,796.,(2022 Video Game),T,,,"
        Add a Plot
","
    ",
Drago Noka,797.,(2022 Video Game),,"
Adventure            ",,"
        Add a Plot
","
    ",
Galaxy Taxi,798.,(2022 Video Game),,"
Family            ",,"
It is rush hour and no car is bothered to help. Void of space has a cost, as does the space taxi. An astronaut who has lost his way through space, trying to catch a ride to his home.","
    Director:
Safak Yalcinkaya
    ",
Tales in the Holoverse,799.,(2022 Video Game),,"
Documentary            ",,"
        Add a Plot
","
    Director:
Yasmin Elayat
    ",
Jordan Jones Dies in Space,800.,(2022 Video Game),,"
Sci-Fi            ",,"
        Add a Plot
","
    Director:
Shaun Crawford
    ",
Windjammers 2,801.,(2022 Video Game),E,"
Sport            ",,"
        Add a Plot
","
            
    Stars:
Jessica Richard, 
Wen-Che Lin, 
Lauren Dalecky, 
Fabien Borel
    ",
Harvest Days: My Dream Farm,802.,(2022 Video Game),,,,"
        Add a Plot
","
    ",
Crystal Bang,803.,(2022 Video Game),,"
Family            ",,"
Crystal Bang brings a different perspective and a hard challenge to exploding and matching crystals. Better get the grasp of speeding up on your way to level 40. A puzzle worth testing your skills and luck. Mind the gaps.","
    Director:
Safak Yalcinkaya
    ",
World Builder,804.,(2022 Video Game),,"
Adventure            ",,"
Create and furnish your cities in this modded world. Choose from up to 5 city plots to build solo or with your friends. Pick from a range of vehicles such as cars, boats, planes, a helicopter and even a submarine.","
    Director:
Alex Bellavita
                 | 
    Stars:
Jordan Paul Haro, 
Sarah Ruth Thomas
    ",
Invasion: First Touch,805.,(2022 Video Game),,"
Action            ",,"
Winner of all hearts and the competition orchestrated, the spinoff of the space themed science-fiction action FPS game Invasion developed by CDIS Lab. which takes place at the first landing at the start of the game.","
    Director:
Safak Yalcinkaya
    ",
Ven'rif,806.,(2022 Video Game),,"
Adventure            ",,"
        Add a Plot
","
            
    Star:
Alaina Wis
    ",
Wild West Dynasty,807.,(2022 Video Game),,"
Adventure            ",,"
        Add a Plot
","
    Director:
Virtual Magic Games
    ",
The Immaculate Drag,808.,(2022 Video Game),,,,"
        Add a Plot
","
    Director:
Ian McCamant
                 | 
    Stars:
Ian McCamant, 
Josh Musser
    ",
Men of War II,809.,(2022 Video Game),,"
Animation            ",,"
        Add a Plot
","
            
    Star:
Akil Wingate
    ",
Mojave Express Courier Delivery Work,810.,(2022 Video Game),,"
Adventure            ",,"
Mojave Express Courier Delivery Work adds a repeatable Courier Delivery Service quest to Primm, with time limits, random encounters, toll booths and more.","
    Director:
Carl Zee
                 | 
    Stars:
Dormitory Basher, 
Alison Prophet, 
Latawoo, 
Mike Charlie
    ",
Bantu Maximizer,811.,(2022 Video Game),,"
Comedy            ",,"
Bantu Maximizer is a re-skin of Paperclip Maximizer by Zero HP Lovecraft.","
    Director:
Zero HP Lovecraft
    ",
Retrievable,812.,(2022 Video Game),,"
Adventure            ",,"
An important emerald was stolen and has to be retrieved.","
    ",
Japan Simulator,813.,(2022 Video Game),,,,"
        Add a Plot
","
    ",
Drug Business,814.,(2022 Video Game),,"
Adventure, Crime            ",,"
        Add a Plot
","
    ",
1941 War of Sin,815.,(2022 Video Game),,"
Action            ",,"
Year is 1941. The war has begun and your duty as a kamikaze pilot calls to you. You have been assigned a mission which is to raid the enemy air force.","
    Director:
Safak Yalcinkaya
    ",
Dyschronia: Chronos Alternate,816.,(2022 Video Game),,,,"
        Add a Plot
","
            
    Star:
Forrest Anthony
    ",
New Joe & Mac: Caveman Ninja,817.,(2022 Video Game),,"
Action            ",,"
        Add a Plot
","
    Directors:
Pierre Adane, 
Philippe Dessoly
    ",
My Sweet Zombie,818.,(2022 Video Game),,"
Romance            ",,"
        Add a Plot
","
            
    Stars:
Chloe Eves, 
Jess Rico Hatton, 
Josh Portillo, 
Cat Protano
    ",
Planet Fighter,819.,(2022 Video Game),,"
Action            ",,"
Invaders of the galaxy are destroying many planets all around however they have made a wrong choice of enemy this time, YOU.","
    Director:
Safak Yalcinkaya
    ",
Hexahero (3D Roguelike),820.,(2022 Video Game),,"
Adventure            ",,"
        Add a Plot
","
    Director:
Armin Subasic
    ",
Dragonborne DX,821.,(2022 Video Game),,"
Action            ",,"
An updated version of Dragonborne featuring new color graphics, and remixed soundtrack and bonus extras.","
    ",
Wars and Roses,822.,(2022 Video Game),,"
Action, Romance, War            ",,"
        Add a Plot
","
    ",
Flying Heroes of World War 2,823.,(2022 Video Game),,"
Action            ",,"
World War 2 has taken its toll on its people. Buildings are not safe anymore. Ground shakes even more as war expands towards the civilians.","
    Director:
Safak Yalcinkaya
    ",
Pixel Inside,824.,(2022 Video Game),,"
Action            ",,"
A dimension inside a Commodore 64 connected to a program creates a bit war and our hero, who is an electric and electronics engineer, trapped in the 80s Commodore as a result of an experiment gone bad.","
    Director:
Safak Yalcinkaya
    ",
Peg Solitaire Pirates,825.,(2022 Video Game),,"
Family            ",,"
Ahoy matey. A classical puzzle game brought back from the 16th century played by princesses, kings and anyone who enjoys a mind challenge. A game worthy of royalty.","
    Director:
Safak Yalcinkaya
    ",
Obserword Kids,826.,(2022 Video Game),,"
Family            ",,"
Learning is now fun. Enjoy the puzzles designed for kids to observe the words and improve their skills in counting numbers, days, months and seasons as well as problem solving.","
    Director:
Safak Yalcinkaya
    ",
Deathly Storm Escape,827.,(2022 Video Game),,"
Action            ",,"
In a competition organized by CDIS for an indie mobile game, Deathly Storm: Escape came first which is a spinoff from our FPS post apocalyptic zombie game Deathly Storm: The Edge of Life.","
    Director:
Safak Yalcinkaya
    ",
Gunship,828.,(2022 Video Game),,,,"
        Add a Plot
","
    ",
Pawapurokun poketto R,829.,(2022 Video Game),,"
Romance            ",,"
        Add a Plot
","
    ",
The Crete Escape,830.,(2022 Video Game),,,,"
Greta goes on a well deserved vacation to Crete. Unfamiliar with its history or culture, a whole new world opens up to her, then swallows her whole, she embarks on an adventure from which there maybe no escape.","
    Director:
Kevin Wickenden
                 | 
    Stars:
Emma Duckworth, 
Noah Lanier, 
David Nagel, 
Johnny Nys
    ",
Re: Summon,831.,(2022 Video Game),,"
Action, Adventure, Fantasy            ",,"
        Add a Plot
","
    ",
Questt,832.,(2022 Video Game),,,,"
        Add a Plot
","
            
    Star:
GeekyVa
    ",
Aztech: Forgotten Gods,833.,(2022 Video Game),,"
Action            ",,"
Follows Achtli, a young Aztec woman, in her quest to become a hero by wielding the power of the gods.","
            
    Star:
Melanie Paquot
    ",
Gêmu Doraemon: Nobita no ritoru sutâ wôzu 2021,834.,(2022 Video Game),,,,"
        Add a Plot
","
    ",
DatingForward (The Club),835.,(2022 Video Game),,,,"
You help Diarra decide which of her friends she should hang with in The Club - or should she talk to the stranger across the dance floor? One decision could lead Diarra to The Crib, another...                See full summary »
","
    Director:
Jake Haire
                 | 
    Stars:
Kay Collins, 
Holden Evans, 
Alexandra Marusich, 
Timothy Oh
    ",
